,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.518978630395916,0.5075871270713198,0.5002672266296156,0.5049565528895875,0.5200244996780811,0.4854077007447538,0.4818572785940331,0.5246781206170946,0.502019146243107,0.5242119029227539,0.5172499996218126,0.4952988621172907,0.5288633556832905,0.49703676005839553,0.5296113347572049,0.4801233618440158,0.534807257440711,0.5005821315146598,0.5272817101542376,0.50655869932876,0.4973469007022114,0.504501870521772,0.504385126619359,0.508096726728077,0.5037557290393272,0.5298356993959114,0.4779636428246469,0.5025388956275048,0.49925255680284897,0.4875651836085792,0.4976483246266635,0.5105048901023281,0.5262038745578448,0.5125226582183932,0.5092300644716266,0.5161759943956112,0.5020346541316819,0.5010055842216453,0.49861583910437784,0.49155861494842085,0.5140905684179058,0.5307354242502099,0.4969991480292404,0.5066434085810263,0.523984969895465,0.4752733078026218,0.5160291295545502,0.5031800246329726,0.4931323951495541,0.5190586005752454,0.4981164426143205,0.5291340048315111,0.5542786508170245,0.5058895904677632,0.49031865931730334,0.5041662798842375,0.49663080271141313,0.4970810430843194,0.49392274790723156,0.4950994795564615,0.5399000787583745,0.5284589874224663,0.4943109515203778,0.492709829366643,0.5162121242332686,0.5157647549946739,0.49944249603345325,0.48766969289299206,0.5228114973151382,0.5111817099024123,0.5087075444730726,0.48856767633238884,0.49748760165877415,0.5438741560601146,0.49176313962596946,0.5095771995885922,0.4828980563545002,0.5004571306312362,0.5010552060522423,0.5299456502587526,0.48447105399526164,0.502241194702317,0.5108525489905873,0.5067871966177593,0.5023701659530125,0.482456004305748,0.4934160645010259,0.49336652027429473,0.49796327723269496,0.5008230054525944,0.5201095735937052,0.5117791178036369,0.4940351607646943,0.5296017437085719,0.5012342938474172,0.5002591116543419,0.5153351563977164,0.5114884456386117,0.5313566986156688,0.5276292061104969
