,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.5009689488478026,0.5067015098265993,0.4975241330632079,0.5039901295781282,0.5153939310593909,0.49051641653903905,0.4965849398605842,0.5132012898396937,0.5098578408801494,0.519394807616249,0.49929619748195053,0.4954900249646936,0.5193034758705461,0.49565474563077055,0.5116196047055704,0.4832854273728649,0.5157412903959131,0.49720878577658056,0.5047307416495374,0.5133716737477906,0.4946205069108661,0.5019142152943264,0.49957108711207104,0.5058974938040933,0.5259805622726874,0.5175908898958054,0.4878205959828591,0.5093412053022002,0.5140784522484662,0.491305009128036,0.49376449133653605,0.5251438551307683,0.517516171294324,0.5216384137924814,0.5116151356940106,0.5030275244174198,0.500921613209532,0.5017847751736303,0.49924936337559944,0.485601094730098,0.4974644895337532,0.5183556428312707,0.4966670281639544,0.5065172772078655,0.5154083070372895,0.501251610437483,0.5300165419995061,0.5060531637951183,0.4986497844640712,0.5078074960135257,0.49723502892241295,0.5281589084524676,0.5217188548444582,0.5085385383438451,0.48805826731522206,0.511063007542361,0.49543698892055177,0.49163232126678513,0.49701047538251203,0.4954326053919376,0.5282108016142549,0.5233239190218305,0.49787456698216126,0.49914588588823194,0.5127889048747346,0.5110370493110579,0.49375063824284254,0.5014302186463706,0.5300055276099825,0.5122476830219739,0.5126997393038463,0.4904779661503529,0.4936843033200707,0.5191734008918445,0.4870540836584369,0.49505253085515755,0.48564204073513845,0.49234679452365443,0.5019988010149918,0.5051769869903179,0.4974906995815163,0.4916272372080965,0.5022220917856284,0.4978325059401668,0.5014824901372386,0.4858996153569204,0.49345681303836175,0.47941504704391225,0.4977579424912412,0.4985209165575413,0.5225096847630478,0.5063924007639741,0.494116817418381,0.504370343936275,0.5023584375812052,0.49827131794491586,0.5192859817022248,0.5032196948562361,0.5139473453762736,0.5279277594834828
