,0,1,2,3,4,5,6,7
0,-0.1260782538572629,-0.21582939614465116,-0.22720838768172755,-0.38924491791928467,-0.21759858103969795,-0.08743142048859684,-0.19190821212102566,0.07178251155827563
1,-0.1325837538541063,-0.0018304230642011382,0.16172503853239545,0.042179234328049806,-0.03031371617593911,-0.06492576633930125,0.06427641112130117,-0.16690656281580396
2,-0.05872042382241689,-0.01438712245712777,0.11492542490608348,-0.20924429590199195,-0.13780957334538566,0.12610396247951167,-0.30407271234596733,-0.11925040756559535
3,-0.12229519507065664,0.010733290801376794,-0.1571592288936762,-0.05085106374892832,0.14171967686298167,-0.022941663288332203,0.029006820688930915,-0.09249580756074871
4,0.03347064968006379,-0.1954421272460415,0.15089585493709573,0.012739014637510955,-0.22766764751259447,-0.09574053807628513,-0.32372886286030633,-0.4195229392040383
5,0.04339881956791079,-0.15412768870180135,-0.10709231545999162,-0.2031091004252143,-0.011099960468899757,-0.10301434192565642,0.09190743983325578,-0.06256377198140524
6,0.12422443427380934,-0.04585343155269761,-0.30689358063648475,-0.09859503937136976,-0.13681021819386763,-0.31024642781355294,-0.09425975815590658,0.03585456285980802
7,-0.2769207335425602,-0.27967290403873046,-0.28109615423215595,0.02853808051767577,-0.09323144660202694,0.019115557593893835,-0.24732642884310846,-0.48263306272464396
8,-0.0983679600425175,-0.13658741851928355,0.113182995915831,0.08951172281793159,0.12985117051112335,-0.3206915481981645,-0.18527611692268015,-0.12365311769728451
9,-0.07968587910209061,-0.15895782300538455,-0.02825895409997037,-0.286534098982365,-0.25744920806283195,-0.28701542087159604,-0.24819920355832004,-0.06343596416716861
10,-0.2154979194769883,-0.028517163200403272,-0.07306563258857647,-0.3316281698243581,-0.05394203480327389,-0.2972756277802291,-0.09760535477868544,-0.014669766282731969
11,-0.035010728393800546,0.288159653028255,0.07957985527573101,0.06663081598109762,-0.21801474952919656,0.09165171820770163,0.04994295494915949,0.1613247877890123
12,-0.5133414556585454,-0.24454343437174145,0.010940635706630238,-0.11358507781049827,-0.3622841725717448,-0.0905383479231563,0.028590618547914812,-0.31468284706028066
13,-0.06547438768489001,0.16700319109765002,-0.09940450611163508,-0.23865626025044775,-0.10901769811272112,-0.23564994118925095,-0.08021092863217397,-0.1217506753891332
14,-0.3880238979532835,-0.4036154635822992,-0.24359124139153526,-0.02892643637352826,-0.10690138893528622,0.05382826052234418,-0.28016455722449,-0.2610951656851713
15,-0.08167216793695407,-0.4905179615285702,-0.02417773502825403,-0.22499931782367513,0.07600986087297433,-0.04447923486933036,0.11158534714686273,-0.03584028627759181
16,-0.3283356388778443,-0.4837544509145495,0.11954641620399112,-0.04161255443900235,0.1202791111531527,-0.21990846077697676,-0.35182939124778184,-0.486365704462976
17,-0.08322900828375075,-0.09396770581701182,-0.058783174561151987,-0.205429255478526,-0.15696372775445128,0.12027739551381729,0.22333082670900503,-0.23352493923580164
18,-0.09971147971177831,-0.35183272513306924,-0.16857654411916823,0.06860202903331676,-0.21980328411598038,-0.17077759386992405,-0.08174791939684356,-0.1446127577330269
19,-0.2303619893839752,-0.04960360252034917,-0.10619285317060824,0.06830860300772826,-0.31085817112003583,-0.004403173965307606,0.016365469317664007,-0.23216022887913884
20,-0.12252286482616837,-0.18512588875241107,-0.01780172312812206,0.04211162124583697,-0.15016382432022962,-0.04532534503301179,-0.17104803715184758,0.06842768412554172
21,0.11119025670579698,-0.2620500438997882,-0.09140940273299548,-0.3478285163873737,0.04310596056104694,0.03593179656959733,-0.2919789227759153,-0.34127931968418324
22,0.12322746548032992,0.21975128752526785,0.12057957537230907,-0.007899526908130696,0.16618188027501524,0.01105486925024944,0.19289245049704223,0.1264840989517086
23,0.03326359150636307,-0.11051838351395249,-0.05307546239072687,-0.04507792109057775,0.03935641930445983,-0.04379415255292596,-0.24599955537013135,-0.2107704347305216
