,mag,longitude,latitude,time
0,2,-122,47,1972-01-01
1,6,174,-17,1972-01-01
2,2,-116,34,1972-01-02
3,5,-98,15,1972-01-02
4,5,178,51,1972-01-03
5,6,122,22,1972-01-04
6,5,125,0,1972-01-04
7,6,151,-4,1972-01-06
8,2,-118,34,1972-01-06
9,3,-118,35,1972-01-06
10,2,-117,34,1972-01-06
11,3,-116,33,1972-01-07
12,6,138,-2,1972-01-07
13,5,-173,-18,1972-01-08
14,6,120,20,1972-01-08
15,5,120,20,1972-01-08
16,6,-28,-55,1972-01-08
17,3,-116,31,1972-01-09
18,2,-122,47,1972-01-10
19,3,-116,33,1972-01-11
20,3,-116,33,1972-01-11
21,2,-116,33,1972-01-11
22,3,-116,33,1972-01-11
23,3,-116,33,1972-01-11
24,3,-116,33,1972-01-11
25,3,-116,33,1972-01-11
26,6,-71,-6,1972-01-12
27,3,-115,32,1972-01-12
28,5,75,37,1972-01-12
29,5,147,61,1972-01-13
30,3,-122,47,1972-01-13
31,2,-122,47,1972-01-14
32,5,-174,-18,1972-01-15
33,6,78,40,1972-01-15
34,3,-118,37,1972-01-16
35,2,-122,47,1972-01-16
36,3,-121,47,1972-01-17
37,3,-120,34,1972-01-17
38,2,-120,34,1972-01-17
39,5,161,54,1972-01-18
40,6,144,-4,1972-01-18
41,4,-115,32,1972-01-19
42,6,144,-4,1972-01-19
43,6,70,36,1972-01-20
44,3,-118,34,1972-01-20
45,2,-122,47,1972-01-21
46,6,-71,-6,1972-01-21
47,4,-118,37,1972-01-22
48,5,-91,13,1972-01-22
49,6,172,-20,1972-01-22
50,7,166,-13,1972-01-23
51,6,166,-13,1972-01-24
52,2,-116,34,1972-01-24
53,2,-116,34,1972-01-24
54,3,-114,36,1972-01-24
55,5,-177,-26,1972-01-24
56,3,-115,31,1972-01-24
57,7,122,22,1972-01-25
58,7,121,23,1972-01-25
59,2,-118,34,1972-01-25
60,2,-123,47,1972-01-25
61,3,-116,32,1972-01-26
62,2,-118,34,1972-01-26
63,5,102,-2,1972-01-26
64,2,-118,36,1972-01-26
65,2,-117,36,1972-01-26
66,6,-178,-20,1972-01-26
67,6,169,-19,1972-01-28
68,5,120,20,1972-01-28
69,3,-116,34,1972-01-28
70,3,-116,33,1972-01-29
71,2,-116,33,1972-01-29
72,3,-121,35,1972-01-29
73,3,-116,31,1972-01-31
74,4,-116,34,1972-01-31
75,5,160,-9,1972-02-01
76,3,-118,34,1972-02-02
77,5,151,-4,1972-02-03
78,3,-116,37,1972-02-03
79,5,-68,-22,1972-02-04
80,2,-118,34,1972-02-05
81,2,-118,34,1972-02-06
82,5,141,12,1972-02-06
83,5,-83,8,1972-02-07
84,2,-117,35,1972-02-07
85,3,-118,34,1972-02-08
86,6,122,19,1972-02-08
87,2,-118,34,1972-02-09
88,6,-73,-51,1972-02-09
89,2,-119,46,1972-02-11
90,2,-118,34,1972-02-12
91,6,-173,-15,1972-02-12
92,2,-118,35,1972-02-12
93,3,-115,31,1972-02-13
94,5,-26,-55,1972-02-13
95,5,-28,0,1972-02-13
96,7,166,-11,1972-02-14
97,2,-118,34,1972-02-15
98,5,-71,-17,1972-02-15
99,5,166,-11,1972-02-16
100,2,-118,35,1972-02-16
101,3,-121,34,1972-02-16
102,5,151,-6,1972-02-17
103,3,-117,37,1972-02-17
104,4,-118,37,1972-02-17
105,3,-116,34,1972-02-17
106,4,-116,37,1972-02-17
107,2,-119,34,1972-02-19
108,2,-118,34,1972-02-19
109,5,162,-11,1972-02-19
110,5,149,44,1972-02-19
111,5,-113,29,1972-02-20
112,5,-158,55,1972-02-21
113,3,-122,47,1972-02-22
114,2,-118,33,1972-02-23
115,5,-172,-15,1972-02-23
116,5,-158,55,1972-02-24
117,4,-121,36,1972-02-24
118,6,-25,-60,1972-02-25
119,3,-118,34,1972-02-25
120,2,-118,34,1972-02-26
121,5,97,50,1972-02-26
122,7,140,33,1972-02-29
123,6,141,33,1972-02-29
124,3,-115,32,1972-02-29
125,3,-116,33,1972-03-01
126,6,-173,-18,1972-03-01
127,5,-125,40,1972-03-01
128,3,-121,35,1972-03-01
129,5,-70,-24,1972-03-01
130,5,141,33,1972-03-02
131,2,-122,47,1972-03-02
132,2,-122,47,1972-03-02
133,3,-117,35,1972-03-04
134,5,-179,-21,1972-03-04
135,3,-116,33,1972-03-04
136,2,-118,35,1972-03-06
137,2,-118,35,1972-03-06
138,5,148,50,1972-03-06
139,2,-118,35,1972-03-06
140,2,-118,34,1972-03-07
141,6,-178,-28,1972-03-07
142,5,131,-3,1972-03-08
143,2,-118,33,1972-03-09
144,2,-121,46,1972-03-09
145,3,-118,37,1972-03-09
146,3,-118,32,1972-03-11
147,2,-118,34,1972-03-12
148,3,-118,37,1972-03-13
149,5,141,33,1972-03-14
150,5,29,39,1972-03-14
151,5,176,51,1972-03-15
152,5,-179,-24,1972-03-17
153,4,-115,32,1972-03-17
154,3,-117,33,1972-03-17
155,5,141,33,1972-03-18
156,6,141,40,1972-03-19
157,6,-76,-6,1972-03-20
158,5,-179,51,1972-03-20
159,3,-117,36,1972-03-21
160,5,-176,49,1972-03-21
161,6,153,49,1972-03-22
162,2,-117,34,1972-03-22
163,5,-174,-21,1972-03-22
164,2,-118,34,1972-03-23
165,5,-172,-15,1972-03-23
166,3,-117,32,1972-03-23
167,3,-118,35,1972-03-24
168,6,-157,56,1972-03-24
169,5,123,7,1972-03-24
170,6,153,48,1972-03-25
171,3,-116,33,1972-03-25
172,5,-174,-22,1972-03-25
173,6,150,-3,1972-03-25
174,6,146,43,1972-03-25
175,3,-118,35,1972-03-27
176,5,-178,-17,1972-03-27
177,5,-179,-30,1972-03-28
178,7,179,-25,1972-03-30
179,5,-71,-29,1972-03-30
180,2,-117,34,1972-03-30
181,3,-116,36,1972-03-30
182,3,-115,32,1972-03-31
183,3,-115,32,1972-03-31
184,6,-29,-55,1972-03-31
185,4,-120,36,1972-03-31
186,2,-118,34,1972-04-01
187,6,164,-49,1972-04-01
188,3,-116,33,1972-04-01
189,2,-117,35,1972-04-02
190,6,-173,-16,1972-04-02
191,5,-172,-16,1972-04-02
192,6,166,-13,1972-04-02
193,5,-35,54,1972-04-03
194,3,-119,34,1972-04-04
195,3,-122,47,1972-04-04
196,6,125,-7,1972-04-04
197,2,-115,33,1972-04-04
198,3,-115,33,1972-04-05
199,2,-115,33,1972-04-05
200,3,-115,33,1972-04-05
201,2,-115,33,1972-04-05
202,3,-115,33,1972-04-05
203,3,-115,33,1972-04-05
204,3,-115,32,1972-04-06
205,5,-26,-57,1972-04-06
206,3,-115,33,1972-04-06
207,2,-115,33,1972-04-07
208,3,-115,33,1972-04-07
209,2,-116,34,1972-04-07
210,3,-116,34,1972-04-07
211,5,-38,8,1972-04-08
212,5,-126,42,1972-04-08
213,5,84,42,1972-04-09
214,2,-118,34,1972-04-09
215,6,52,28,1972-04-10
216,2,-115,32,1972-04-10
217,6,-28,0,1972-04-11
218,5,-174,-19,1972-04-12
219,3,-119,34,1972-04-14
220,3,-116,34,1972-04-14
221,3,-119,34,1972-04-17
222,3,-116,34,1972-04-17
223,6,122,24,1972-04-17
224,2,-116,34,1972-04-17
225,2,-116,32,1972-04-18
226,2,-122,46,1972-04-19
227,2,-122,48,1972-04-19
228,3,-116,37,1972-04-19
229,5,-166,53,1972-04-21
230,2,-117,35,1972-04-21
231,2,-117,35,1972-04-21
232,6,-173,-15,1972-04-21
233,2,-117,33,1972-04-23
234,4,-115,31,1972-04-23
235,2,-116,34,1972-04-23
236,5,104,-5,1972-04-23
237,6,-111,-31,1972-04-24
238,5,-179,-21,1972-04-24
239,7,121,23,1972-04-24
240,2,-117,34,1972-04-24
241,5,121,23,1972-04-24
242,3,-117,32,1972-04-25
243,2,-116,33,1972-04-25
244,7,120,13,1972-04-25
245,5,173,-18,1972-04-26
246,6,120,13,1972-04-27
247,3,-118,34,1972-04-27
248,5,122,24,1972-04-27
249,3,-116,33,1972-04-27
250,7,154,-5,1972-04-28
251,3,-122,47,1972-04-29
252,5,155,-6,1972-04-29
253,6,120,13,1972-04-30
254,2,-116,32,1972-05-01
255,3,-121,36,1972-05-01
256,3,-116,32,1972-05-01
257,5,124,5,1972-05-02
258,6,-100,5,1972-05-02
259,4,-116,37,1972-05-02
260,5,141,33,1972-05-04
261,5,113,-10,1972-05-04
262,6,167,-15,1972-05-04
263,6,23,35,1972-05-04
264,2,-118,36,1972-05-05
265,5,121,23,1972-05-05
266,2,-118,35,1972-05-05
267,2,-118,34,1972-05-05
268,6,152,-4,1972-05-05
269,2,-116,34,1972-05-07
270,5,153,-4,1972-05-07
271,6,-134,-53,1972-05-07
272,5,138,-1,1972-05-08
273,5,-176,-19,1972-05-08
274,2,-122,47,1972-05-08
275,6,-178,-17,1972-05-09
276,5,150,-3,1972-05-10
277,5,122,0,1972-05-10
278,5,144,42,1972-05-11
279,2,-116,35,1972-05-11
280,3,-115,37,1972-05-11
281,5,-178,-27,1972-05-11
