,mag,longitude,latitude,time
0,2,-149,61,1990-01-01
1,2,-118,34,1990-01-01
2,2,-118,34,1990-01-01
3,3,26,36,1990-01-01
4,2,-122,38,1990-01-01
5,3,19,41,1990-01-01
6,5,-179,-21,1990-01-01
7,2,-118,35,1990-01-01
8,4,140,36,1990-01-01
9,4,-179,-23,1990-01-01
10,3,-63,16,1990-01-01
11,2,-121,37,1990-01-01
12,4,107,-9,1990-01-01
13,5,161,-10,1990-01-01
14,5,125,-7,1990-01-01
15,3,9,46,1990-01-01
16,4,173,50,1990-01-01
17,5,167,-19,1990-01-01
18,5,-72,6,1990-01-01
19,3,-115,32,1990-01-01
20,2,-115,32,1990-01-01
21,3,-118,38,1990-01-01
22,4,-178,51,1990-01-01
23,2,-115,32,1990-01-01
24,5,127,8,1990-01-02
25,4,-13,-21,1990-01-02
26,4,122,-11,1990-01-02
27,2,-121,36,1990-01-02
28,4,146,-3,1990-01-02
29,4,169,-19,1990-01-02
30,4,166,-10,1990-01-02
31,2,-121,37,1990-01-02
32,5,145,-3,1990-01-02
33,3,-116,33,1990-01-02
34,2,-119,38,1990-01-02
35,2,-122,47,1990-01-02
36,4,127,7,1990-01-02
37,4,128,-2,1990-01-02
38,4,146,43,1990-01-02
39,2,-116,35,1990-01-02
40,3,-114,36,1990-01-02
41,2,-116,33,1990-01-02
42,2,-120,34,1990-01-02
43,5,144,13,1990-01-02
44,4,24,38,1990-01-02
45,4,-72,-33,1990-01-02
46,5,127,-2,1990-01-02
47,4,79,40,1990-01-02
48,3,27,36,1990-01-02
49,3,-111,46,1990-01-02
50,4,25,36,1990-01-02
51,4,126,6,1990-01-03
52,3,25,33,1990-01-03
53,2,20,51,1990-01-03
54,3,0,43,1990-01-03
55,2,-118,35,1990-01-03
56,4,48,42,1990-01-03
57,4,141,35,1990-01-03
58,3,22,38,1990-01-03
59,2,-118,34,1990-01-03
60,3,-116,33,1990-01-03
61,4,152,-6,1990-01-03
62,3,148,-5,1990-01-03
63,4,115,-12,1990-01-03
64,3,176,-37,1990-01-03
65,2,-118,37,1990-01-04
66,2,7,45,1990-01-04
67,4,142,-3,1990-01-04
68,4,82,36,1990-01-04
69,6,-172,-15,1990-01-04
70,2,-115,47,1990-01-04
71,4,153,-6,1990-01-04
72,4,141,36,1990-01-04
73,4,131,-3,1990-01-04
74,4,121,24,1990-01-04
75,4,-150,57,1990-01-04
76,2,18,43,1990-01-04
77,3,-117,44,1990-01-04
78,4,121,23,1990-01-04
79,5,85,-41,1990-01-04
80,2,9,47,1990-01-04
81,3,9,47,1990-01-04
82,2,-120,36,1990-01-04
83,5,148,-3,1990-01-04
84,2,-122,38,1990-01-04
85,2,9,47,1990-01-04
86,4,-173,51,1990-01-04
87,5,138,32,1990-01-04
88,3,15,45,1990-01-05
89,3,22,38,1990-01-05
90,2,-5,36,1990-01-05
91,2,-116,34,1990-01-05
92,2,5,43,1990-01-05
93,4,52,29,1990-01-05
94,2,15,46,1990-01-05
95,2,8,47,1990-01-05
96,2,-116,33,1990-01-05
97,3,20,39,1990-01-05
98,3,9,47,1990-01-05
99,3,26,38,1990-01-05
100,4,127,7,1990-01-05
101,4,-126,41,1990-01-05
102,4,-127,41,1990-01-05
103,2,-115,33,1990-01-05
104,5,-126,41,1990-01-05
105,4,-178,-21,1990-01-05
106,2,9,44,1990-01-05
107,5,106,-8,1990-01-05
108,4,126,8,1990-01-05
109,2,-121,36,1990-01-05
110,4,71,36,1990-01-05
111,4,57,12,1990-01-05
112,4,-73,59,1990-01-05
113,5,-69,-19,1990-01-05
114,2,18,50,1990-01-05
115,5,-80,-4,1990-01-05
116,2,20,41,1990-01-05
117,3,9,47,1990-01-05
118,6,-106,18,1990-01-05
119,2,-121,36,1990-01-05
120,4,144,36,1990-01-05
121,3,23,39,1990-01-05
122,2,8,47,1990-01-05
123,2,-122,38,1990-01-05
124,4,145,21,1990-01-05
125,3,-151,60,1990-01-06
126,5,126,8,1990-01-06
127,2,6,50,1990-01-06
128,2,-115,32,1990-01-06
129,4,-125,40,1990-01-06
130,4,51,27,1990-01-06
131,4,141,-3,1990-01-06
132,4,133,-6,1990-01-06
133,2,-115,32,1990-01-06
134,2,-122,46,1990-01-06
135,3,22,35,1990-01-06
136,2,-118,37,1990-01-06
137,2,-61,16,1990-01-06
138,3,11,45,1990-01-06
139,4,152,53,1990-01-06
140,2,7,45,1990-01-06
141,4,19,50,1990-01-06
142,2,8,42,1990-01-06
143,4,26,34,1990-01-06
144,6,92,-10,1990-01-06
145,3,19,40,1990-01-07
146,2,0,46,1990-01-07
147,4,126,1,1990-01-07
148,4,49,41,1990-01-07
149,4,77,39,1990-01-07
150,5,126,8,1990-01-07
151,2,-122,38,1990-01-07
152,4,-70,-17,1990-01-07
153,5,-74,-15,1990-01-07
154,4,-148,64,1990-01-07
155,3,-148,64,1990-01-07
156,5,142,41,1990-01-07
157,5,166,-11,1990-01-07
158,3,1,35,1990-01-07
159,4,121,21,1990-01-07
160,4,140,44,1990-01-07
161,5,57,-32,1990-01-07
162,4,98,20,1990-01-07
163,2,-122,38,1990-01-07
164,3,-118,35,1990-01-07
165,2,-121,36,1990-01-07
166,4,-150,63,1990-01-08
167,2,-118,35,1990-01-08
168,4,72,37,1990-01-08
169,3,26,34,1990-01-08
170,4,170,53,1990-01-08
171,5,-172,-18,1990-01-08
172,5,127,9,1990-01-08
173,3,27,36,1990-01-08
174,2,-121,36,1990-01-08
175,2,-118,35,1990-01-08
176,4,27,36,1990-01-08
177,5,179,-24,1990-01-08
178,5,179,-24,1990-01-08
179,2,-123,39,1990-01-08
180,5,126,7,1990-01-08
181,3,20,37,1990-01-08
182,4,142,23,1990-01-08
183,2,23,37,1990-01-08
