,mag,longitude,latitude,time
0,5,77,-37,1984-01-01
1,5,141,-2,1984-01-01
2,5,142,41,1984-01-01
3,4,-111,46,1984-01-01
4,4,70,36,1984-01-01
5,5,126,0,1984-01-01
6,7,136,33,1984-01-01
7,3,-113,44,1984-01-01
8,5,128,2,1984-01-01
9,5,126,9,1984-01-01
10,2,-124,40,1984-01-01
11,5,125,11,1984-01-01
12,2,-120,36,1984-01-01
13,3,-121,37,1984-01-01
14,4,145,13,1984-01-01
15,4,71,37,1984-01-01
16,6,-66,-22,1984-01-01
17,2,-118,37,1984-01-01
18,5,70,36,1984-01-02
19,3,-118,35,1984-01-02
20,4,141,38,1984-01-02
21,2,-115,31,1984-01-02
22,2,5,46,1984-01-02
23,3,-118,35,1984-01-02
24,4,22,38,1984-01-02
25,4,139,36,1984-01-02
26,3,-118,38,1984-01-02
27,2,-119,34,1984-01-02
28,3,-115,31,1984-01-02
29,2,-120,35,1984-01-02
30,5,-152,56,1984-01-02
31,4,128,-7,1984-01-02
32,4,135,-3,1984-01-02
33,2,10,44,1984-01-02
34,5,129,-8,1984-01-02
35,6,-142,-57,1984-01-02
36,6,-142,-56,1984-01-02
37,4,-177,-20,1984-01-02
38,4,-154,20,1984-01-03
39,4,22,38,1984-01-03
40,3,22,38,1984-01-03
41,2,-120,36,1984-01-03
42,2,-120,36,1984-01-03
43,3,-114,44,1984-01-03
44,3,-114,44,1984-01-03
45,2,-121,36,1984-01-03
46,3,-149,61,1984-01-03
47,3,22,38,1984-01-03
48,4,22,38,1984-01-03
49,4,138,9,1984-01-03
50,2,8,48,1984-01-03
51,4,140,41,1984-01-03
52,2,-121,36,1984-01-03
53,3,-116,31,1984-01-03
54,4,22,38,1984-01-03
55,5,70,36,1984-01-03
56,5,174,-40,1984-01-03
57,4,22,34,1984-01-04
58,2,-122,47,1984-01-04
59,5,128,1,1984-01-04
60,5,145,-3,1984-01-04
61,2,-124,40,1984-01-04
62,2,-116,31,1984-01-04
63,5,102,-4,1984-01-04
64,2,-116,31,1984-01-04
65,3,12,46,1984-01-04
66,2,-116,31,1984-01-04
67,5,-69,-17,1984-01-04
68,3,25,40,1984-01-04
69,4,169,-19,1984-01-04
70,4,174,51,1984-01-04
71,4,141,40,1984-01-04
72,5,-174,-15,1984-01-04
73,5,-178,-30,1984-01-04
74,4,-150,65,1984-01-04
75,4,128,1,1984-01-04
76,4,139,27,1984-01-04
77,2,-116,31,1984-01-04
78,5,151,45,1984-01-04
79,5,-24,-55,1984-01-05
80,3,-114,44,1984-01-05
81,5,151,45,1984-01-05
82,4,-70,-22,1984-01-05
83,5,102,-5,1984-01-05
84,2,-115,32,1984-01-05
85,3,-129,44,1984-01-05
86,4,121,19,1984-01-05
87,4,69,-7,1984-01-05
88,2,6,49,1984-01-05
89,5,126,8,1984-01-05
90,4,15,40,1984-01-05
91,4,151,45,1984-01-05
92,2,9,44,1984-01-05
93,4,72,-6,1984-01-05
94,3,-115,32,1984-01-05
95,4,-95,2,1984-01-05
96,3,-121,37,1984-01-05
97,3,-110,43,1984-01-05
98,4,70,36,1984-01-05
99,5,-179,51,1984-01-05
100,2,-122,38,1984-01-05
101,3,-122,38,1984-01-05
102,5,102,37,1984-01-05
103,2,-117,34,1984-01-06
104,4,151,45,1984-01-06
105,3,-87,31,1984-01-06
106,4,168,-18,1984-01-06
107,3,-118,35,1984-01-06
108,4,-90,14,1984-01-06
109,2,-118,36,1984-01-06
110,2,-116,31,1984-01-06
111,5,126,3,1984-01-06
112,4,71,-6,1984-01-06
113,5,-73,6,1984-01-06
114,4,163,53,1984-01-06
115,4,-71,-33,1984-01-06
116,5,-68,-23,1984-01-06
117,3,-115,31,1984-01-06
118,2,-95,36,1984-01-06
119,5,154,-6,1984-01-06
120,4,26,35,1984-01-06
121,5,143,12,1984-01-06
122,2,-148,63,1984-01-06
123,2,-121,37,1984-01-06
124,4,92,45,1984-01-06
125,2,-120,36,1984-01-06
126,4,84,27,1984-01-06
127,5,143,-3,1984-01-07
128,3,19,40,1984-01-07
129,5,129,-7,1984-01-07
130,5,125,25,1984-01-07
131,3,24,40,1984-01-07
132,2,-115,32,1984-01-07
133,2,10,45,1984-01-07
134,4,97,0,1984-01-07
135,4,118,39,1984-01-07
136,4,-176,51,1984-01-07
137,4,94,44,1984-01-07
138,2,-113,34,1984-01-07
139,5,71,-6,1984-01-07
140,2,-125,40,1984-01-07
141,4,-91,15,1984-01-08
142,4,79,31,1984-01-08
143,3,12,46,1984-01-08
144,3,-136,59,1984-01-08
145,5,-177,-18,1984-01-08
146,2,-116,32,1984-01-08
147,5,139,-2,1984-01-08
148,4,136,34,1984-01-08
149,4,161,55,1984-01-08
150,4,129,-7,1984-01-08
151,5,143,-3,1984-01-08
152,2,-120,36,1984-01-08
153,5,128,-7,1984-01-08
154,4,152,-5,1984-01-08
155,7,118,-2,1984-01-08
156,4,71,-6,1984-01-08
157,4,-66,-27,1984-01-08
158,2,-122,38,1984-01-08
159,4,118,-2,1984-01-08
160,4,-177,-19,1984-01-08
161,2,-116,31,1984-01-08
162,4,136,-3,1984-01-09
163,5,126,6,1984-01-09
164,5,-36,-60,1984-01-09
165,4,22,34,1984-01-09
166,2,-115,32,1984-01-09
167,2,-117,35,1984-01-09
168,5,167,-14,1984-01-09
169,2,-122,38,1984-01-10
170,5,-178,-17,1984-01-10
171,2,-117,32,1984-01-10
172,3,15,51,1984-01-10
173,4,18,42,1984-01-10
174,3,-118,37,1984-01-10
175,3,6,44,1984-01-10
176,2,-115,31,1984-01-10
177,2,-113,34,1984-01-10
178,3,13,46,1984-01-10
179,2,-117,35,1984-01-10
180,4,172,51,1984-01-10
181,4,126,3,1984-01-10
182,4,126,3,1984-01-10
183,4,125,-8,1984-01-11
184,4,-6,83,1984-01-11
185,4,71,36,1984-01-11
186,4,149,46,1984-01-11
187,2,-122,38,1984-01-11
188,4,130,-7,1984-01-11
189,4,131,29,1984-01-11
190,4,145,43,1984-01-11
191,4,-114,44,1984-01-11
192,4,73,38,1984-01-11
193,5,-178,-20,1984-01-11
194,4,68,40,1984-01-11
195,4,71,-6,1984-01-11
196,5,-102,-2,1984-01-11
197,5,121,20,1984-01-11
198,4,120,20,1984-01-11
199,3,8,47,1984-01-11
200,3,-121,37,1984-01-11
201,4,179,-23,1984-01-11
202,5,27,-6,1984-01-11
203,5,160,53,1984-01-11
204,4,149,-6,1984-01-12
205,3,-154,61,1984-01-12
206,2,-116,32,1984-01-12
207,5,155,49,1984-01-12
208,3,-89,37,1984-01-12
209,4,167,-13,1984-01-12
210,5,154,-6,1984-01-12
211,4,21,37,1984-01-12
212,2,-120,36,1984-01-12
213,4,93,8,1984-01-12
214,2,-120,34,1984-01-12
215,3,7,44,1984-01-12
216,5,-89,-41,1984-01-12
217,3,168,-19,1984-01-12
218,3,-118,35,1984-01-12
219,4,170,-22,1984-01-12
220,2,-118,35,1984-01-12
221,5,145,-3,1984-01-12
222,4,71,36,1984-01-12
223,2,-117,35,1984-01-12
224,2,-117,35,1984-01-12
225,4,151,-4,1984-01-12
226,2,-120,46,1984-01-12
227,2,-120,36,1984-01-12
228,4,126,6,1984-01-13
229,5,143,23,1984-01-13
230,2,-118,35,1984-01-13
231,5,-78,-3,1984-01-13
232,2,-118,36,1984-01-13
233,4,130,-6,1984-01-13
234,3,-117,34,1984-01-13
235,4,68,41,1984-01-13
236,4,145,-3,1984-01-13
237,4,120,20,1984-01-13
238,4,127,5,1984-01-13
239,4,20,38,1984-01-13
240,3,21,39,1984-01-13
241,2,-118,35,1984-01-13
242,4,-67,-24,1984-01-13
243,3,-152,60,1984-01-13
244,4,19,42,1984-01-13
245,4,70,36,1984-01-13
246,2,-118,46,1984-01-13
247,4,121,19,1984-01-13
248,5,153,48,1984-01-13
249,4,19,40,1984-01-13
250,4,71,-6,1984-01-13
251,2,-122,38,1984-01-14
252,4,176,-18,1984-01-14
253,3,-118,37,1984-01-14
254,4,140,27,1984-01-14
255,2,-118,35,1984-01-14
256,2,-118,35,1984-01-14
257,3,120,20,1984-01-14
258,4,138,30,1984-01-14
259,4,-118,37,1984-01-14
260,3,-118,37,1984-01-14
261,2,-121,40,1984-01-14
262,4,88,31,1984-01-14
263,2,-121,37,1984-01-14
264,4,-168,51,1984-01-14
265,2,-119,38,1984-01-14
266,3,-67,45,1984-01-14
267,3,-67,45,1984-01-14
268,4,121,-2,1984-01-14
269,4,-178,-17,1984-01-14
270,4,-124,40,1984-01-14
271,3,-124,40,1984-01-14
272,4,120,20,1984-01-14
273,4,177,52,1984-01-14
274,3,118,-9,1984-01-14
275,4,-153,59,1984-01-14
276,4,121,20,1984-01-14
277,2,-116,31,1984-01-14
278,4,-74,-11,1984-01-14
279,4,28,-7,1984-01-14
280,2,-124,40,1984-01-14
281,5,-26,-56,1984-01-14
282,4,27,-7,1984-01-14
283,3,24,39,1984-01-14
284,4,91,38,1984-01-14
285,4,-67,-26,1984-01-14
286,3,-111,44,1984-01-14
287,2,-83,41,1984-01-14
288,3,-111,44,1984-01-14
289,4,-152,56,1984-01-14
290,5,24,35,1984-01-14
291,3,-111,44,1984-01-14
292,4,119,-8,1984-01-14
293,4,149,-1,1984-01-14
294,3,-111,44,1984-01-14
295,3,-114,44,1984-01-15
296,2,-116,34,1984-01-15
297,2,-118,35,1984-01-15
298,4,63,26,1984-01-15
299,3,-111,44,1984-01-15
300,4,-178,-17,1984-01-15
301,4,-43,28,1984-01-15
302,5,-152,56,1984-01-15
303,5,-43,28,1984-01-15
304,4,-152,56,1984-01-15
305,4,-43,28,1984-01-15
306,3,15,51,1984-01-15
307,2,-121,37,1984-01-15
308,2,-120,36,1984-01-15
309,5,94,19,1984-01-15
310,3,-152,56,1984-01-15
311,5,-152,56,1984-01-15
312,2,-122,38,1984-01-15
313,3,-120,36,1984-01-15
314,2,-122,38,1984-01-15
315,3,23,39,1984-01-15
316,4,96,28,1984-01-15
317,3,-116,34,1984-01-15
318,4,71,-6,1984-01-15
319,4,154,47,1984-01-15
320,4,-60,10,1984-01-15
321,5,137,8,1984-01-15
322,3,-125,40,1984-01-15
323,4,133,-4,1984-01-15
324,4,69,38,1984-01-15
325,3,14,45,1984-01-16
326,4,20,38,1984-01-16
327,3,-120,36,1984-01-16
328,3,-118,35,1984-01-16
329,4,15,39,1984-01-16
330,2,-118,37,1984-01-16
331,4,-73,-15,1984-01-16
332,2,-118,35,1984-01-16
333,3,10,47,1984-01-16
334,5,116,-11,1984-01-16
335,2,-121,38,1984-01-16
336,5,115,-6,1984-01-16
337,2,-118,37,1984-01-16
338,6,-112,-29,1984-01-16
339,5,-111,-29,1984-01-16
340,3,-117,31,1984-01-16
341,4,-178,-17,1984-01-16
342,2,-116,32,1984-01-16
343,2,-117,37,1984-01-16
344,4,-1,72,1984-01-16
345,4,-73,7,1984-01-16
346,3,-110,47,1984-01-16
347,2,-113,34,1984-01-16
348,5,138,-2,1984-01-16
349,2,-116,34,1984-01-16
350,3,22,38,1984-01-16
351,4,-29,-55,1984-01-16
352,4,120,13,1984-01-17
353,5,117,-7,1984-01-17
354,5,126,1,1984-01-17
355,5,-71,-8,1984-01-17
356,3,-125,40,1984-01-17
357,4,-73,5,1984-01-17
358,3,-126,40,1984-01-17
359,4,126,9,1984-01-17
360,3,-124,40,1984-01-17
361,4,126,7,1984-01-17
362,4,-169,52,1984-01-17
363,4,179,-26,1984-01-17
364,5,141,36,1984-01-17
365,3,18,42,1984-01-17
366,4,105,36,1984-01-17
367,5,141,36,1984-01-17
368,5,-81,-3,1984-01-17
369,2,-119,36,1984-01-17
370,3,-75,45,1984-01-17
371,3,22,38,1984-01-17
372,5,-179,-22,1984-01-17
373,2,-117,35,1984-01-17
374,2,-118,35,1984-01-17
375,2,-119,35,1984-01-17
376,2,-121,36,1984-01-18
377,2,-121,36,1984-01-18
378,2,-117,35,1984-01-18
379,3,-147,60,1984-01-18
380,4,22,38,1984-01-18
381,4,120,14,1984-01-18
382,3,22,38,1984-01-18
383,4,20,38,1984-01-18
384,2,-118,35,1984-01-18
385,4,160,53,1984-01-18
386,4,-89,12,1984-01-18
387,2,-116,32,1984-01-18
388,2,-117,35,1984-01-18
389,4,95,28,1984-01-18
390,5,-29,-55,1984-01-18
391,4,121,20,1984-01-18
392,2,-116,34,1984-01-18
393,2,-116,34,1984-01-18
394,2,-118,34,1984-01-18
395,4,5,35,1984-01-18
396,4,72,-6,1984-01-18
397,5,65,27,1984-01-18
398,4,70,36,1984-01-18
399,4,22,38,1984-01-18
400,2,-117,35,1984-01-18
401,3,-117,35,1984-01-18
402,3,20,38,1984-01-18
403,2,-113,34,1984-01-18
404,2,-117,35,1984-01-18
405,5,73,34,1984-01-18
406,4,140,36,1984-01-18
407,2,-116,32,1984-01-18
408,3,22,38,1984-01-18
409,3,21,38,1984-01-18
410,2,-119,45,1984-01-18
411,4,141,37,1984-01-19
412,2,-121,36,1984-01-19
413,2,-115,31,1984-01-19
414,3,-67,44,1984-01-19
415,2,-115,47,1984-01-19
416,4,144,13,1984-01-19
417,4,120,-1,1984-01-19
418,3,25,38,1984-01-19
419,4,43,41,1984-01-19
420,4,146,-5,1984-01-19
421,5,122,24,1984-01-19
422,2,-122,38,1984-01-19
423,3,165,-11,1984-01-19
424,5,122,24,1984-01-19
425,3,25,39,1984-01-19
426,6,-178,-23,1984-01-19
427,6,146,5,1984-01-19
428,4,68,36,1984-01-19
429,2,-117,35,1984-01-19
430,3,98,2,1984-01-19
431,3,-118,37,1984-01-19
432,5,146,6,1984-01-19
433,5,-17,-59,1984-01-19
434,2,-118,33,1984-01-20
435,2,-122,38,1984-01-20
436,3,144,-6,1984-01-20
437,5,96,50,1984-01-20
438,2,-121,36,1984-01-20
439,5,-178,-17,1984-01-20
440,5,130,-6,1984-01-20
441,4,95,13,1984-01-20
442,4,26,45,1984-01-20
443,3,-126,40,1984-01-20
444,4,94,23,1984-01-20
445,4,146,6,1984-01-20
446,4,146,6,1984-01-20
447,3,-118,36,1984-01-20
448,4,95,12,1984-01-20
449,4,95,12,1984-01-20
450,2,-118,35,1984-01-20
451,4,95,12,1984-01-20
452,4,-176,-19,1984-01-20
453,3,-117,35,1984-01-20
454,4,95,12,1984-01-20
455,4,-178,-17,1984-01-20
456,4,95,12,1984-01-20
457,5,96,28,1984-01-20
458,4,145,-5,1984-01-20
459,3,14,48,1984-01-20
460,4,95,12,1984-01-20
461,4,95,12,1984-01-20
462,4,121,20,1984-01-20
463,4,-153,60,1984-01-20
464,4,95,12,1984-01-20
465,2,-117,35,1984-01-20
466,4,95,12,1984-01-20
467,4,95,12,1984-01-20
468,4,122,0,1984-01-20
469,5,127,-4,1984-01-20
470,4,142,-5,1984-01-21
471,3,95,12,1984-01-21
472,4,71,-6,1984-01-21
473,4,-28,44,1984-01-21
474,4,83,47,1984-01-21
475,4,26,39,1984-01-21
476,5,128,-7,1984-01-21
477,3,-124,40,1984-01-21
478,4,145,-4,1984-01-21
479,3,94,5,1984-01-21
480,4,19,42,1984-01-21
481,4,169,-18,1984-01-21
482,4,-67,-20,1984-01-21
483,2,-113,32,1984-01-21
484,3,20,37,1984-01-21
485,5,145,12,1984-01-21
486,5,96,30,1984-01-21
487,4,71,37,1984-01-22
488,2,-116,31,1984-01-22
489,4,123,0,1984-01-22
490,5,34,-14,1984-01-22
491,4,147,47,1984-01-22
492,3,22,39,1984-01-22
493,4,70,36,1984-01-22
494,4,-98,17,1984-01-22
495,3,22,35,1984-01-22
496,3,17,44,1984-01-22
497,5,-174,-21,1984-01-22
498,4,136,33,1984-01-22
499,4,-8,81,1984-01-22
500,5,72,-6,1984-01-22
501,5,154,-5,1984-01-22
502,4,166,-15,1984-01-23
503,3,22,38,1984-01-23
504,5,131,-5,1984-01-23
505,5,-121,36,1984-01-23
506,3,-121,36,1984-01-23
507,3,-121,36,1984-01-23
508,4,-65,20,1984-01-23
509,3,-121,36,1984-01-23
510,2,-116,31,1984-01-23
511,2,-121,36,1984-01-23
512,4,167,-17,1984-01-23
513,4,-121,36,1984-01-23
514,2,-121,36,1984-01-23
515,5,130,29,1984-01-23
516,4,23,34,1984-01-23
517,5,141,29,1984-01-23
518,3,23,41,1984-01-23
519,2,-121,36,1984-01-23
520,4,-66,-27,1984-01-23
521,3,23,41,1984-01-23
522,3,-121,36,1984-01-23
523,2,-118,33,1984-01-23
524,3,22,35,1984-01-23
525,4,-111,77,1984-01-23
526,3,18,49,1984-01-23
527,4,31,36,1984-01-23
528,4,-93,15,1984-01-23
529,2,-116,33,1984-01-23
530,3,15,51,1984-01-23
531,2,9,46,1984-01-23
532,3,-121,36,1984-01-23
533,5,27,35,1984-01-23
534,5,130,29,1984-01-23
535,2,-119,38,1984-01-23
536,4,-62,10,1984-01-23
537,5,-169,53,1984-01-23
538,3,-121,36,1984-01-24
539,4,-111,77,1984-01-24
540,3,-110,44,1984-01-24
541,2,-116,32,1984-01-24
542,4,-174,-22,1984-01-24
543,3,25,39,1984-01-24
544,3,21,38,1984-01-24
545,5,123,12,1984-01-24
546,4,123,12,1984-01-24
547,4,123,12,1984-01-24
548,4,-173,-16,1984-01-24
549,2,-117,35,1984-01-24
550,4,-114,44,1984-01-24
551,4,95,30,1984-01-24
552,5,-26,-56,1984-01-24
553,4,-39,8,1984-01-25
554,5,-39,8,1984-01-25
555,4,-40,10,1984-01-25
556,4,112,-6,1984-01-25
557,4,71,36,1984-01-25
558,4,123,12,1984-01-25
559,5,-39,8,1984-01-25
560,2,-116,33,1984-01-25
561,5,-39,8,1984-01-25
562,5,-40,8,1984-01-25
563,2,-119,38,1984-01-25
564,5,143,42,1984-01-25
565,2,-119,38,1984-01-25
566,4,71,37,1984-01-25
567,2,-124,40,1984-01-25
568,3,17,51,1984-01-25
569,3,-124,40,1984-01-25
570,5,-76,3,1984-01-25
571,2,-120,36,1984-01-25
572,2,-117,35,1984-01-25
573,4,131,33,1984-01-25
574,3,-146,61,1984-01-25
575,4,130,-6,1984-01-25
576,4,127,-9,1984-01-25
577,4,86,27,1984-01-25
578,5,-176,-23,1984-01-26
579,3,-120,36,1984-01-26
580,2,-121,34,1984-01-26
581,2,-116,32,1984-01-26
582,2,8,48,1984-01-26
583,5,-25,-57,1984-01-26
584,5,112,-9,1984-01-26
585,5,-76,-12,1984-01-26
586,2,-120,36,1984-01-26
587,2,-117,35,1984-01-26
588,4,145,12,1984-01-26
589,5,121,2,1984-01-26
590,2,-117,34,1984-01-26
591,2,-125,40,1984-01-27
592,4,-69,-28,1984-01-27
593,5,147,-56,1984-01-27
594,3,-120,36,1984-01-27
595,4,-110,-13,1984-01-27
596,4,28,-10,1984-01-27
597,4,-176,-17,1984-01-27
598,4,126,9,1984-01-27
599,4,142,11,1984-01-27
600,4,112,-9,1984-01-27
601,2,-116,33,1984-01-27
602,2,-116,33,1984-01-27
603,4,109,53,1984-01-27
604,4,-158,56,1984-01-27
605,4,-147,67,1984-01-27
606,6,71,36,1984-01-27
607,2,-116,31,1984-01-27
608,4,70,36,1984-01-27
609,3,-120,35,1984-01-27
610,4,144,-6,1984-01-27
611,4,-177,-26,1984-01-27
612,4,139,-53,1984-01-27
613,2,-117,35,1984-01-27
614,5,147,42,1984-01-27
615,3,24,40,1984-01-27
616,2,-125,40,1984-01-27
617,5,69,36,1984-01-28
618,2,-122,38,1984-01-28
619,3,24,40,1984-01-28
620,4,130,29,1984-01-28
621,4,145,43,1984-01-28
622,2,-120,36,1984-01-28
623,2,-122,38,1984-01-28
624,2,-117,34,1984-01-28
625,4,69,36,1984-01-28
626,4,-154,55,1984-01-28
627,3,16,51,1984-01-28
628,5,26,-26,1984-01-28
629,4,128,-7,1984-01-28
630,4,26,-26,1984-01-28
631,4,-6,82,1984-01-28
632,4,-6,82,1984-01-28
633,5,-74,6,1984-01-28
634,4,-100,17,1984-01-28
635,3,-164,67,1984-01-28
636,3,-89,36,1984-01-28
637,5,51,14,1984-01-28
638,5,-83,9,1984-01-28
639,2,-119,34,1984-01-29
640,4,161,55,1984-01-29
641,4,71,36,1984-01-29
642,4,122,4,1984-01-29
643,3,-114,44,1984-01-29
644,2,-115,32,1984-01-29
645,3,-114,44,1984-01-29
646,2,-116,32,1984-01-29
647,2,-116,32,1984-01-29
648,4,-177,-20,1984-01-29
649,4,150,-9,1984-01-29
650,5,-178,-31,1984-01-29
651,4,73,38,1984-01-29
652,3,-113,44,1984-01-29
653,5,-1,71,1984-01-29
654,5,151,-3,1984-01-29
655,2,-117,34,1984-01-29
656,2,-118,33,1984-01-29
657,2,-118,33,1984-01-29
658,4,47,32,1984-01-29
659,4,21,39,1984-01-30
660,2,6,46,1984-01-30
661,3,-123,41,1984-01-30
662,3,-164,67,1984-01-30
663,3,-164,67,1984-01-30
664,3,-148,62,1984-01-30
665,4,27,40,1984-01-30
666,4,45,42,1984-01-30
667,3,20,38,1984-01-30
668,2,-116,33,1984-01-30
669,4,120,20,1984-01-30
670,2,-116,32,1984-01-30
671,4,6,75,1984-01-30
672,5,108,-6,1984-01-30
673,4,-154,55,1984-01-30
674,3,-149,63,1984-01-30
675,3,6,43,1984-01-30
676,3,-124,40,1984-01-30
677,2,-113,34,1984-01-30
678,3,21,38,1984-01-31
679,5,129,-7,1984-01-31
680,3,-114,44,1984-01-31
681,3,-116,45,1984-01-31
682,3,-114,44,1984-01-31
683,3,-114,44,1984-01-31
684,2,-115,31,1984-01-31
685,4,-116,37,1984-01-31
686,4,27,37,1984-01-31
687,3,-125,41,1984-01-31
688,3,-114,44,1984-01-31
689,4,111,-9,1984-01-31
690,2,-117,35,1984-01-31
691,2,-124,40,1984-01-31
692,2,-116,32,1984-01-31
693,4,-29,49,1984-02-01
694,2,-122,38,1984-02-01
695,4,123,-10,1984-02-01
696,5,179,-23,1984-02-01
697,4,-72,-34,1984-02-01
698,4,95,12,1984-02-01
699,3,-116,33,1984-02-01
700,6,146,49,1984-02-01
701,3,0,42,1984-02-01
702,2,-116,34,1984-02-01
703,4,123,-10,1984-02-01
704,2,-116,32,1984-02-01
705,3,-114,44,1984-02-01
706,4,129,-7,1984-02-01
707,6,70,34,1984-02-01
708,4,147,-6,1984-02-01
709,4,-13,-8,1984-02-01
710,3,-114,44,1984-02-01
711,2,-122,46,1984-02-01
712,2,-121,37,1984-02-01
713,2,-117,35,1984-02-01
714,3,-124,40,1984-02-01
715,2,-119,38,1984-02-01
716,3,-114,44,1984-02-01
717,4,70,34,1984-02-01
718,2,-115,32,1984-02-02
719,2,-116,34,1984-02-02
720,2,-117,47,1984-02-02
721,4,147,44,1984-02-02
722,2,-118,33,1984-02-02
723,5,115,-9,1984-02-02
724,4,71,40,1984-02-02
725,4,71,40,1984-02-02
726,5,126,7,1984-02-02
727,4,73,40,1984-02-02
728,5,71,42,1984-02-02
729,3,-114,44,1984-02-02
730,5,70,34,1984-02-02
731,2,-113,34,1984-02-02
732,4,98,3,1984-02-02
733,3,-116,33,1984-02-02
734,3,19,41,1984-02-02
735,2,-116,32,1984-02-02
736,3,0,42,1984-02-03
737,4,-155,19,1984-02-03
738,4,99,29,1984-02-03
739,2,-118,37,1984-02-03
740,3,-97,34,1984-02-03
741,5,147,17,1984-02-03
742,3,-114,44,1984-02-03
743,4,120,18,1984-02-03
744,5,-71,-29,1984-02-03
745,4,115,-9,1984-02-03
746,4,129,-6,1984-02-03
747,4,-179,-23,1984-02-03
748,5,-177,-19,1984-02-03
749,4,123,16,1984-02-03
750,4,141,31,1984-02-03
751,4,52,-36,1984-02-03
752,4,70,34,1984-02-03
753,2,-113,34,1984-02-03
754,2,-121,36,1984-02-03
755,5,166,-11,1984-02-03
756,4,117,-9,1984-02-03
757,2,-117,35,1984-02-03
758,4,-150,62,1984-02-03
759,4,-173,-20,1984-02-03
760,2,-122,38,1984-02-04
761,2,-118,37,1984-02-04
762,4,144,-4,1984-02-04
763,5,147,-5,1984-02-04
764,4,139,37,1984-02-04
765,5,127,-7,1984-02-04
766,2,14,48,1984-02-04
767,2,-116,31,1984-02-04
768,2,-115,31,1984-02-04
769,2,-122,38,1984-02-04
770,5,-177,-29,1984-02-04
771,2,-116,32,1984-02-04
772,3,-117,35,1984-02-04
773,2,-117,35,1984-02-04
774,5,28,37,1984-02-05
775,4,141,37,1984-02-05
776,4,71,38,1984-02-05
777,3,-114,44,1984-02-05
778,3,-114,44,1984-02-05
779,4,-172,-16,1984-02-05
780,2,6,44,1984-02-05
781,3,-119,37,1984-02-05
