,mag,longitude,latitude,time
0,3,26,38,1985-01-01
1,4,-25,-22,1985-01-01
2,4,126,5,1985-01-01
3,4,129,-7,1985-01-01
4,2,-116,32,1985-01-01
5,4,-70,-35,1985-01-01
6,5,152,-4,1985-01-01
7,4,177,-36,1985-01-01
8,4,167,-15,1985-01-01
9,5,177,-36,1985-01-01
10,2,-116,34,1985-01-01
11,5,126,0,1985-01-01
12,5,178,-36,1985-01-01
13,4,141,37,1985-01-01
14,3,-121,46,1985-01-01
15,2,-121,37,1985-01-01
16,4,146,-6,1985-01-01
17,3,6,47,1985-01-01
18,4,128,-2,1985-01-02
19,5,116,-48,1985-01-02
20,5,-178,-29,1985-01-02
21,3,-116,34,1985-01-02
22,6,-157,55,1985-01-02
23,2,-116,34,1985-01-02
24,4,-155,58,1985-01-02
25,4,127,24,1985-01-02
26,5,-177,-29,1985-01-02
27,4,115,-8,1985-01-02
28,4,163,56,1985-01-02
29,5,177,-36,1985-01-02
30,5,177,-36,1985-01-02
31,4,152,-3,1985-01-02
32,4,152,-3,1985-01-02
33,4,6,48,1985-01-02
34,3,-69,-31,1985-01-02
35,5,176,-37,1985-01-02
36,5,177,-36,1985-01-02
37,4,71,36,1985-01-02
38,5,98,1,1985-01-02
39,3,6,48,1985-01-02
40,3,21,38,1985-01-02
41,5,-175,-14,1985-01-02
42,2,-116,34,1985-01-02
43,4,-171,53,1985-01-02
44,4,-71,-31,1985-01-03
45,4,144,-3,1985-01-03
46,3,-111,44,1985-01-03
47,2,19,42,1985-01-03
48,4,145,-4,1985-01-03
49,5,121,19,1985-01-03
50,4,138,40,1985-01-03
51,3,-178,-18,1985-01-03
52,3,22,37,1985-01-03
53,3,-71,-33,1985-01-03
54,4,-172,-15,1985-01-03
55,4,122,80,1985-01-03
56,4,-118,37,1985-01-03
57,4,102,-5,1985-01-03
58,3,-120,36,1985-01-03
59,2,-118,37,1985-01-03
60,3,-120,36,1985-01-03
61,3,-120,36,1985-01-03
62,4,117,-11,1985-01-03
63,5,117,-10,1985-01-03
64,4,109,-8,1985-01-03
65,5,117,-10,1985-01-03
66,4,177,-36,1985-01-03
67,4,138,-2,1985-01-03
68,2,-118,37,1985-01-03
69,5,-69,-19,1985-01-03
70,5,155,-54,1985-01-03
71,4,-133,65,1985-01-03
72,5,-174,-21,1985-01-03
73,3,6,45,1985-01-03
74,5,130,-6,1985-01-04
75,5,-177,-26,1985-01-04
76,4,122,18,1985-01-04
77,4,-173,-16,1985-01-04
78,4,135,41,1985-01-04
79,5,94,7,1985-01-04
80,3,-120,35,1985-01-04
81,4,96,8,1985-01-04
82,5,126,3,1985-01-04
83,2,-118,37,1985-01-04
84,2,-118,37,1985-01-04
85,3,134,-5,1985-01-04
86,3,7,46,1985-01-04
87,2,-118,37,1985-01-04
88,4,-108,-8,1985-01-04
89,4,-67,-20,1985-01-04
90,2,-118,37,1985-01-04
91,3,-117,32,1985-01-04
92,3,15,51,1985-01-04
93,5,117,-11,1985-01-04
94,2,-118,37,1985-01-04
95,5,178,-36,1985-01-05
96,2,-117,32,1985-01-05
97,4,141,30,1985-01-05
98,3,21,39,1985-01-05
99,5,67,0,1985-01-05
100,3,6,45,1985-01-05
101,4,78,36,1985-01-05
102,2,6,45,1985-01-05
103,2,6,45,1985-01-05
104,5,67,0,1985-01-05
105,5,67,0,1985-01-05
106,5,67,0,1985-01-05
107,3,-109,19,1985-01-05
108,3,-2,47,1985-01-05
109,6,-80,10,1985-01-05
110,4,22,42,1985-01-05
111,4,-93,13,1985-01-05
112,5,135,34,1985-01-05
113,5,126,1,1985-01-05
114,4,-99,16,1985-01-05
115,4,94,10,1985-01-05
116,4,94,10,1985-01-05
117,3,94,10,1985-01-05
118,4,127,-3,1985-01-05
119,4,25,40,1985-01-05
120,4,-83,9,1985-01-05
121,4,94,10,1985-01-05
122,5,-178,-19,1985-01-05
123,4,-93,14,1985-01-06
124,4,-92,13,1985-01-06
125,4,71,39,1985-01-06
126,2,18,42,1985-01-06
