,mag,longitude,latitude,time
0,3,-123,40,1992-01-01
1,3,-70,-33,1992-01-01
2,4,-69,-19,1992-01-01
3,4,159,53,1992-01-01
4,4,151,45,1992-01-01
5,2,18,43,1992-01-01
6,3,15,67,1992-01-01
7,4,151,44,1992-01-01
8,2,15,67,1992-01-01
9,2,-118,35,1992-01-01
10,2,-118,35,1992-01-01
11,3,9,45,1992-01-01
12,2,15,67,1992-01-01
13,3,-71,-33,1992-01-01
14,3,2,42,1992-01-01
15,3,-153,60,1992-01-01
16,2,-118,37,1992-01-01
17,3,18,43,1992-01-01
18,4,155,-6,1992-01-01
19,3,7,37,1992-01-01
20,4,96,14,1992-01-01
21,2,10,44,1992-01-01
22,2,-60,15,1992-01-01
23,2,-118,35,1992-01-01
24,2,-3,37,1992-01-01
25,3,-72,-34,1992-01-01
26,4,-174,-24,1992-01-01
27,2,10,44,1992-01-01
28,4,99,26,1992-01-01
29,4,-179,-22,1992-01-01
30,4,-8,70,1992-01-01
31,4,143,-4,1992-01-01
32,4,-178,-22,1992-01-01
33,2,0,38,1992-01-01
34,4,98,51,1992-01-02
35,4,-160,54,1992-01-02
36,4,-70,-34,1992-01-02
37,3,6,44,1992-01-02
38,4,88,33,1992-01-02
39,4,150,-6,1992-01-02
40,4,98,51,1992-01-02
41,3,-71,-32,1992-01-02
42,4,150,-6,1992-01-02
43,4,71,40,1992-01-02
44,4,72,41,1992-01-02
45,3,-61,17,1992-01-02
46,4,149,-8,1992-01-02
47,4,150,-6,1992-01-02
48,2,-118,35,1992-01-02
49,2,20,41,1992-01-02
50,4,152,44,1992-01-02
51,3,-149,62,1992-01-02
52,4,-103,32,1992-01-02
53,3,10,44,1992-01-02
54,4,97,51,1992-01-02
55,4,-62,10,1992-01-02
56,3,10,44,1992-01-02
57,3,-133,65,1992-01-02
58,3,-146,61,1992-01-02
59,6,-129,48,1992-01-02
60,3,26,34,1992-01-02
61,4,-60,16,1992-01-02
62,3,-63,10,1992-01-02
63,5,-73,5,1992-01-02
64,4,124,12,1992-01-02
65,4,121,0,1992-01-02
66,2,-60,15,1992-01-02
67,3,-129,48,1992-01-02
68,4,179,-21,1992-01-02
69,2,-122,46,1992-01-02
70,4,146,45,1992-01-02
71,4,129,-7,1992-01-03
72,3,142,31,1992-01-03
73,5,130,-7,1992-01-03
74,4,-72,-34,1992-01-03
75,5,123,-48,1992-01-03
76,4,151,45,1992-01-03
77,4,67,-7,1992-01-03
78,3,-71,-32,1992-01-03
79,3,-68,-33,1992-01-03
80,3,-82,33,1992-01-03
81,3,-153,59,1992-01-03
82,4,-125,40,1992-01-03
83,4,152,52,1992-01-03
84,4,4,79,1992-01-03
85,3,-61,17,1992-01-03
86,4,130,-5,1992-01-03
87,2,-123,39,1992-01-03
88,2,5,43,1992-01-03
89,2,-120,36,1992-01-03
90,5,122,3,1992-01-03
91,3,-70,-32,1992-01-03
92,3,-71,-31,1992-01-03
93,2,-149,63,1992-01-03
94,4,-73,6,1992-01-03
95,2,-116,33,1992-01-03
96,4,167,-18,1992-01-03
97,4,137,29,1992-01-03
98,3,-122,38,1992-01-03
99,2,-60,14,1992-01-03
100,4,-67,-22,1992-01-03
101,3,179,-18,1992-01-03
102,4,-169,52,1992-01-03
103,3,-169,52,1992-01-03
104,4,150,-5,1992-01-03
105,2,-60,16,1992-01-03
106,4,151,45,1992-01-03
107,4,152,45,1992-01-03
108,3,-71,-34,1992-01-03
109,2,7,51,1992-01-03
110,4,-72,-31,1992-01-03
111,4,-72,-31,1992-01-04
112,3,71,36,1992-01-04
113,5,-94,66,1992-01-04
114,4,151,-4,1992-01-04
115,3,-100,17,1992-01-04
116,4,97,0,1992-01-04
117,3,1,46,1992-01-04
118,4,98,51,1992-01-04
119,4,-64,24,1992-01-04
120,3,-61,10,1992-01-04
121,5,69,31,1992-01-04
122,3,-118,36,1992-01-04
123,2,-118,36,1992-01-04
124,3,14,67,1992-01-04
125,4,15,67,1992-01-04
126,3,15,67,1992-01-04
127,4,-77,6,1992-01-04
128,2,-118,36,1992-01-04
129,3,-125,42,1992-01-04
130,2,1,46,1992-01-04
131,4,15,67,1992-01-04
132,4,-154,59,1992-01-04
133,4,-116,-17,1992-01-04
134,4,143,39,1992-01-04
135,4,98,51,1992-01-04
136,2,-124,40,1992-01-04
137,2,-117,37,1992-01-04
138,2,-124,40,1992-01-04
139,4,147,15,1992-01-04
140,4,69,38,1992-01-04
141,4,143,39,1992-01-04
142,2,-116,34,1992-01-04
143,2,-117,35,1992-01-04
144,2,22,41,1992-01-04
145,3,-116,33,1992-01-04
146,2,-4,36,1992-01-04
147,4,-68,-22,1992-01-05
148,2,14,67,1992-01-05
149,2,-122,38,1992-01-05
150,4,94,21,1992-01-05
151,4,-69,-18,1992-01-05
152,2,-122,38,1992-01-05
153,3,14,67,1992-01-05
154,4,30,37,1992-01-05
155,3,2,61,1992-01-05
156,2,-118,36,1992-01-05
157,3,-122,38,1992-01-05
158,3,-118,36,1992-01-05
159,3,-2,37,1992-01-05
160,4,169,-20,1992-01-05
161,5,140,35,1992-01-05
162,3,-60,15,1992-01-05
163,4,-69,-19,1992-01-05
164,2,-151,61,1992-01-05
165,5,71,40,1992-01-05
166,4,71,41,1992-01-05
167,2,-115,32,1992-01-05
168,4,150,-6,1992-01-05
169,4,156,50,1992-01-05
170,4,-115,-17,1992-01-05
171,4,-66,-24,1992-01-05
172,3,21,35,1992-01-05
173,4,49,40,1992-01-06
174,4,70,36,1992-01-06
175,4,-179,-16,1992-01-06
176,3,-70,-34,1992-01-06
177,3,-129,48,1992-01-06
178,4,-152,58,1992-01-06
179,2,-120,34,1992-01-06
180,5,-176,-17,1992-01-06
181,2,-4,35,1992-01-06
182,2,0,39,1992-01-06
183,2,-60,15,1992-01-06
184,5,123,0,1992-01-06
185,4,128,-6,1992-01-06
186,4,-71,-27,1992-01-06
187,4,123,25,1992-01-06
188,3,-66,-21,1992-01-06
189,3,21,36,1992-01-06
190,3,-71,-33,1992-01-06
191,4,73,33,1992-01-06
192,3,-114,33,1992-01-06
193,4,-70,-33,1992-01-06
194,4,138,33,1992-01-06
195,5,138,33,1992-01-06
196,5,146,14,1992-01-06
197,2,10,44,1992-01-06
198,5,146,-6,1992-01-06
199,4,130,29,1992-01-06
200,4,151,45,1992-01-06
201,2,-141,60,1992-01-06
202,3,-139,65,1992-01-07
203,3,20,40,1992-01-07
204,3,-70,-34,1992-01-07
205,4,-179,-22,1992-01-07
206,3,-142,58,1992-01-07
207,2,20,41,1992-01-07
208,3,-151,63,1992-01-07
209,3,37,37,1992-01-07
210,4,-67,-31,1992-01-07
211,4,-179,-30,1992-01-07
212,3,20,41,1992-01-07
213,3,20,41,1992-01-07
214,4,141,41,1992-01-07
215,2,20,41,1992-01-07
216,4,71,36,1992-01-07
217,4,125,10,1992-01-07
218,5,132,-4,1992-01-07
219,3,18,49,1992-01-07
220,2,20,41,1992-01-07
221,3,27,39,1992-01-07
222,4,99,30,1992-01-07
223,5,151,45,1992-01-07
224,2,-120,35,1992-01-07
225,2,-149,63,1992-01-07
226,5,119,-9,1992-01-07
227,4,126,-1,1992-01-07
228,4,124,-8,1992-01-07
229,4,125,5,1992-01-07
230,2,-5,35,1992-01-07
231,4,70,36,1992-01-07
232,3,-151,60,1992-01-08
233,3,-71,-28,1992-01-08
234,3,20,37,1992-01-08
235,3,-146,61,1992-01-08
236,3,20,39,1992-01-08
237,3,16,51,1992-01-08
238,3,20,38,1992-01-08
239,3,-3,36,1992-01-08
240,4,162,52,1992-01-08
241,3,-114,44,1992-01-08
242,2,-152,59,1992-01-08
243,4,-72,6,1992-01-08
244,3,-114,44,1992-01-08
245,4,-178,-17,1992-01-08
246,3,24,42,1992-01-08
247,4,166,-47,1992-01-08
248,3,21,37,1992-01-08
249,4,145,13,1992-01-08
250,3,-60,15,1992-01-08
251,4,92,30,1992-01-08
252,5,-95,15,1992-01-08
253,4,128,25,1992-01-08
254,3,5,43,1992-01-08
255,3,21,38,1992-01-08
256,3,151,45,1992-01-08
257,3,20,41,1992-01-08
258,2,-122,46,1992-01-08
259,4,72,38,1992-01-09
260,3,138,30,1992-01-09
261,3,122,24,1992-01-09
262,3,-61,11,1992-01-09
263,4,-99,17,1992-01-09
264,4,150,46,1992-01-09
265,2,7,43,1992-01-09
266,2,-61,11,1992-01-09
267,4,128,-8,1992-01-09
268,3,-74,40,1992-01-09
269,4,-62,10,1992-01-09
270,3,27,35,1992-01-09
271,2,-60,15,1992-01-09
272,4,127,2,1992-01-09
273,2,-71,43,1992-01-09
274,2,-1,37,1992-01-09
275,2,-119,33,1992-01-09
276,4,22,36,1992-01-09
277,5,22,36,1992-01-09
278,3,-125,42,1992-01-09
279,5,-109,-9,1992-01-09
280,3,19,41,1992-01-09
281,4,96,3,1992-01-09
282,2,-114,32,1992-01-09
283,3,-114,32,1992-01-09
284,3,20,66,1992-01-09
285,4,125,5,1992-01-09
286,4,177,-19,1992-01-09
287,5,133,-4,1992-01-09
288,3,-116,31,1992-01-09
289,3,22,36,1992-01-09
290,4,105,-6,1992-01-09
291,5,135,-3,1992-01-09
292,3,22,36,1992-01-09
293,3,22,36,1992-01-09
294,3,-61,11,1992-01-09
295,4,47,32,1992-01-10
296,5,120,13,1992-01-10
297,3,-116,31,1992-01-10
298,3,22,36,1992-01-10
299,3,-175,51,1992-01-10
300,3,7,43,1992-01-10
301,2,-122,38,1992-01-10
302,4,-69,-19,1992-01-10
303,3,22,36,1992-01-10
304,2,-115,31,1992-01-10
305,2,-151,58,1992-01-10
306,4,127,2,1992-01-10
307,3,-65,19,1992-01-10
308,4,9,-53,1992-01-10
309,3,176,-17,1992-01-10
310,4,-76,6,1992-01-10
311,5,-76,-13,1992-01-10
312,3,23,67,1992-01-10
313,4,150,-6,1992-01-10
314,4,127,2,1992-01-10
315,3,6,48,1992-01-10
316,4,151,45,1992-01-10
317,4,42,11,1992-01-10
318,3,42,11,1992-01-10
319,2,-148,62,1992-01-10
320,2,-149,61,1992-01-10
321,5,127,2,1992-01-10
322,4,127,2,1992-01-10
323,3,-114,32,1992-01-10
324,4,127,2,1992-01-10
325,3,-114,44,1992-01-10
326,4,120,-9,1992-01-10
327,4,-73,-16,1992-01-10
328,3,-156,60,1992-01-10
329,3,-114,32,1992-01-10
330,3,-121,37,1992-01-10
331,4,150,45,1992-01-10
332,4,127,2,1992-01-10
333,4,-179,-32,1992-01-10
334,5,-24,-56,1992-01-10
335,2,-120,34,1992-01-10
336,2,-120,34,1992-01-10
337,3,2,62,1992-01-10
338,4,14,67,1992-01-10
339,4,142,41,1992-01-10
340,2,18,49,1992-01-10
341,4,-161,54,1992-01-11
342,2,-146,61,1992-01-11
343,4,-179,-37,1992-01-11
344,2,14,67,1992-01-11
345,4,-18,68,1992-01-11
346,3,-62,11,1992-01-11
347,4,-17,68,1992-01-11
348,3,35,31,1992-01-11
349,4,123,5,1992-01-11
350,5,86,9,1992-01-11
351,4,167,-19,1992-01-11
352,3,22,36,1992-01-11
353,5,-177,-18,1992-01-11
354,4,-69,-18,1992-01-11
355,4,128,-7,1992-01-11
356,2,-143,58,1992-01-11
357,3,-149,56,1992-01-11
358,3,151,45,1992-01-11
359,3,22,38,1992-01-11
360,2,-122,38,1992-01-11
361,3,-149,61,1992-01-11
362,4,167,-19,1992-01-11
363,4,167,-19,1992-01-11
364,4,134,-2,1992-01-11
365,5,-25,-55,1992-01-11
366,4,70,38,1992-01-11
367,3,-118,36,1992-01-11
368,3,179,-34,1992-01-11
369,3,-115,31,1992-01-11
370,3,-151,61,1992-01-11
371,4,-175,51,1992-01-12
372,5,98,39,1992-01-12
373,4,138,-3,1992-01-12
374,4,-101,17,1992-01-12
375,3,143,42,1992-01-12
376,2,-118,33,1992-01-12
377,4,167,-19,1992-01-12
378,2,-3,37,1992-01-12
379,4,167,-19,1992-01-12
380,4,154,-6,1992-01-12
381,4,-66,-23,1992-01-12
382,4,126,26,1992-01-12
383,5,154,-6,1992-01-12
384,3,22,41,1992-01-12
385,2,7,57,1992-01-12
386,4,150,45,1992-01-12
